id,focus,signal,slack,drag,confidence,score,lane
l001,claim drift,35,33,6,25,166,watch
l002,replay exposure,35,34,6,55,198,ship
l003,policy width,35,35,6,85,230,ship
l004,trust boundary,35,36,18,25,112,watch
l005,claim drift,35,37,18,55,144,watch
l006,replay exposure,35,38,18,85,176,watch
l007,policy width,35,39,34,25,38,hold
l008,trust boundary,35,40,34,55,70,hold
l009,claim drift,35,41,34,85,102,hold
l010,replay exposure,60,42,6,25,259,ship
l011,policy width,60,43,6,55,291,ship
l012,trust boundary,60,44,6,85,323,ship
l013,claim drift,60,45,18,25,205,ship
l014,replay exposure,60,46,18,55,237,ship
l015,policy width,60,47,18,85,269,ship
l016,trust boundary,60,48,34,25,131,watch
l017,claim drift,60,32,34,55,129,watch
l018,replay exposure,60,33,34,85,161,watch
l019,policy width,85,34,6,25,318,ship
l020,trust boundary,85,35,6,55,350,ship
l021,claim drift,85,36,6,85,382,ship
l022,replay exposure,85,37,18,25,264,ship
l023,policy width,85,38,18,55,296,ship
l024,trust boundary,85,39,18,85,328,ship
l025,claim drift,85,40,34,25,190,ship
l026,replay exposure,85,41,34,55,222,ship
l027,policy width,85,42,34,85,254,ship
